Prelacion;Consejeria / Ent. Instrumental;Centro Directivo / Unidades Administrativas;Cod. Puesto;Puesto;C.D C.E.;vigencia_inicio;vigencia_fin;relacion_inicio;relacion_fin
628;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.193.810;ESPECIALISTA DIGITAL;20;12/09/2020;;30/05/2022;
629;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.467.720;AYUDANTE TIC;16;12/08/2021;;30/08/2022;22/01/2025
630;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;812.710;AYUDANTE TIC;16;18/12/2020;;29/12/2021;
631;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.577.010;AYUDANTE TIC;16;01/05/2020;;23/04/2021;
632;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.451.910;TITULADO/A SUPERIOR;22;20/03/2022;;26/11/2022;
633;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.579.310;AYUDANTE TIC;15;05/06/2022;;24/08/2022;
634;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.577.210;AYUDANTE TIC;15;06/12/2021;;29/12/2022;
635;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.090.610;AYUDANTE TIC;15;17/09/2020;;27/03/2022;
636;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.582.310;AYUDANTE TIC;16;29/01/2020;;04/02/2023;
637;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.582.210;AYUDANTE TIC;16;24/01/2022;;26/10/2022;
638;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.582.910;AYUDANTE TIC;16;15/04/2022;;03/02/2023;
639;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.359.010;AYUDANTE TIC;16;09/07/2020;;12/06/2022;
640;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.583.110;AYUDANTE TIC;16;19/10/2020;;24/03/2022;
641;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.584.710;AYUDANTE TIC;15;22/02/2021;;30/01/2022;
642;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.119.310;AYUDANTE TIC;15;04/10/2022;;20/03/2023;
643;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.152.810;AYUDANTE TIC;15;27/08/2022;;10/10/2022;
644;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.471.920;AUXILIAR OPERADOR/A INFORMOTICA;0;30/07/2020;;22/12/2022;
645;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.942.810;AUXILIAR OPERADOR/A INFORMOTICA;0;05/02/2020;;29/10/2022;05/02/2023
646;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.471.820;AUXILIAR OPERADOR/A INFORMOTICA;0;20/10/2020;;22/01/2023;
647;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;5.207.020;AUXILIAR OPERADOR/A DE INFORMATICA;0;02/10/2021;;20/09/2022;
648;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;5.207.120;AUXILIAR OPERADOR/A DE INFORMATICA;0;18/05/2022;;30/06/2023;
649;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.376.010;AUXILIAR GESTION;16;08/01/2022;;13/04/2022;
650;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.576.710;AYUDANTE TIC;16;22/04/2022;;29/11/2022;
651;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.375.710;AUXILIAR GESTION;16;13/07/2020;18/09/2022;13/04/2022;11/07/2022
652;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;335.910;AYUDANTE TIC;16;22/06/2020;;30/12/2022;
653;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.451.710;TITULADO/A SUPERIOR;22;04/06/2022;;16/03/2023;
654;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.375.010;AUXILIAR GESTION;16;23/03/2020;;20/11/2022;
655;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.445.410;AUXILIAR GESTION;16;19/02/2021;;05/10/2022;
656;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.092.610;GBTE. ESTRATOGICO;26;10/02/2021;;23/09/2021;
657;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.046.110;SV. SISTEMAS DIGITALES EDUCACION;28;16/02/2020;;20/03/2022;
658;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.157.310;GBTE. ESTRATOGICO;27;09/03/2020;;29/10/2020;
659;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.478.820;UN. INFORMACION;22;06/02/2021;;28/08/2021;
660;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.053.410;AYUDANTE TIC;16;14/11/2020;;23/04/2021;
661;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.381.910;AYUDANTE TIC;18;20/11/2022;;27/02/2023;
662;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.388.310;ASESOROA TOCNICA;25;22/10/2021;;05/04/2022;
663;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.446.110;ASESOROA TOCNICA;25;28/02/2021;;07/01/2022;
664;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.446.010;ASESOROA TOCNICA;25;13/01/2021;;28/06/2021;
665;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.589.320;OPERADOR/A DE ORDENADOR;0;07/06/2020;;25/08/2021;
666;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.820;ESPECIALISTA DIGITAL;20;12/07/2022;;04/09/2022;
667;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.251.310;ESPECIALISTA DIGITAL;20;01/03/2020;;19/03/2022;
668;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.820;ESPECIALISTA DIGITAL;20;18/07/2020;;14/10/2021;05/08/2023
669;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.443.610;ESPECIALISTA DIGITAL;22;29/10/2022;;26/07/2023;
670;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.465.220;ESPECIALISTA DIGITAL;20;29/08/2020;;09/01/2023;
671;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.447.320;ESPECIALISTA DIGITAL;20;16/12/2020;;17/06/2023;
672;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.329.110;ESPECIALISTA DIGITAL;20;25/06/2022;;13/02/2023;22/09/2024
673;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.731.910;ESPECIALISTA DIGITAL;22;16/04/2022;;15/07/2022;
674;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.357.810;ESPECIALISTA DIGITAL;22;01/11/2020;;16/03/2022;
675;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.578.010;AYUDANTE TIC;16;07/10/2020;;13/07/2021;
676;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.578.110;AYUDANTE TIC;16;03/06/2021;10/10/2024;27/11/2021;04/06/2024
677;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.445.510;AUXILIAR GESTION;16;25/01/2020;;05/02/2022;
678;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.478.720;UN. INFORMACION;22;06/01/2021;;14/08/2021;
679;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.271.110;TITULADO/A SUPERIOR;22;17/01/2021;;16/09/2021;
680;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.158.410;ESPECIALISTA DIGITAL;20;01/01/2020;;07/05/2021;
681;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.033.210;ESPECIALISTA DIGITAL;20;08/07/2020;;15/01/2022;
682;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.795.410;ESPECIALISTA DIGITAL;20;11/04/2022;;28/06/2022;
683;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.420;ESPECIALISTA DIGITAL;20;20/10/2021;;03/09/2022;
684;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.920;ESPECIALISTA DIGITAL;20;02/07/2020;;04/12/2021;
685;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.357.710;ESPECIALISTA DIGITAL;22;03/12/2021;;04/10/2022;
686;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.199.510;ESPECIALISTA DIGITAL;20;03/11/2020;;23/02/2022;
687;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.329.710;ESPECIALISTA DIGITAL;20;24/11/2022;;20/03/2023;
688;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.485.120;ESPECIALISTA DIGITAL;20;15/10/2022;;15/01/2023;
689;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.467.820;AYUDANTE TIC;16;04/05/2021;;10/01/2023;
690;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.576.910;AYUDANTE TIC;16;24/10/2021;;15/12/2022;
691;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.485.220;ESPECIALISTA DIGITAL;20;14/07/2020;;18/11/2022;
692;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.420;ESPECIALISTA DIGITAL;20;13/11/2022;;04/05/2023;
693;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.773.210;ESPECIALISTA DIGITAL;20;19/01/2021;;22/06/2022;
694;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.120;ESPECIALISTA DIGITAL;20;29/05/2021;;24/12/2021;
695;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.485.020;ESPECIALISTA DIGITAL;20;15/03/2020;;31/08/2022;
696;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.320;ESPECIALISTA DIGITAL;20;21/06/2022;29/11/2023;24/09/2022;09/07/2023
697;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.320;ESPECIALISTA DIGITAL;20;02/10/2022;;30/06/2023;12/08/2024
698;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.720;ESPECIALISTA DIGITAL;20;27/09/2020;;07/12/2022;
699;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.376.910;AUXILIAR GESTION;16;20/02/2021;;19/12/2021;
700;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.298.310;ESPECIALISTA DIGITAL;20;05/09/2021;;09/06/2022;29/07/2023
701;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.090.410;ESPECIALISTA DIGITAL;20;10/07/2020;;09/09/2022;15/05/2025
702;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.612.710;ESPECIALISTA DIGITAL;20;27/10/2021;;15/04/2022;
703;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.488.620;ESPECIALISTA DIGITAL;20;13/07/2020;;02/09/2022;
704;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.962.910;ESPECIALISTA DIGITAL;20;16/09/2020;;14/09/2022;
705;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.301.310;ESPECIALISTA DIGITAL;20;15/08/2022;;18/03/2023;
706;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.120;ESPECIALISTA DIGITAL;20;03/11/2022;;06/08/2023;
707;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.589.420;OPERADOR/A DE ORDENADOR;0;24/07/2020;;05/12/2022;18/09/2025
708;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;17.309.810;ASESOROA TOCNICA;26;22/02/2021;;01/11/2021;12/07/2024
709;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.583.010;AYUDANTE TIC;16;29/05/2020;;30/04/2021;
710;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.578.310;AYUDANTE TIC;16;31/01/2020;;18/08/2021;
711;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.577.910;AYUDANTE TIC;16;25/02/2020;;16/06/2021;
712;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.340.810;AYUDANTE TIC;16;03/08/2020;;26/04/2021;
713;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;821.410;AYUDANTE TIC;16;08/01/2022;;26/01/2022;
714;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.503.010;AYUDANTE TIC;16;23/05/2020;;02/07/2021;
715;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.020.310;GBTE. ESTRATOGICO;26;08/10/2022;;30/01/2023;
716;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.033.610;GBTE. ESTRATOGICO;26;11/06/2022;;30/06/2022;
717;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.306.610;GBTE. ESTRATOGICO;27;02/12/2022;;22/04/2023;
718;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.680.210;GBTE. ESTRATOGICO;27;07/02/2020;;05/06/2020;
719;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;10.954.610;GBTE. ESTRATOGICO;27;24/03/2022;;09/01/2023;
720;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.679.510;GBTE. ESTRATOGICO;27;29/06/2022;;06/04/2023;
721;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.679.910;GBTE. ESTRATOGICO;27;21/10/2021;;07/10/2022;
722;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.355.410;SUBD. SVS. DIGITALES Y ANALOTICA DATOS;30;06/12/2022;;08/02/2023;
723;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.900.510;SV. GOBIERNO TI Y CALIDAD;28;04/08/2022;;09/06/2023;
724;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.372.110;SV. CIBERSEGURIDAD;28;01/10/2022;;30/12/2022;
725;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.157.910;SV. SISTEMAS DE INFORMACION SECTORIALES;28;01/05/2021;;12/04/2023;
726;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.671.610;SV. SISTEMAS DE INFORMACION SECTORIALES;28;18/10/2021;;17/04/2023;
727;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.403.210;GBTE. ESTRATOGICO;27;01/10/2022;;17/02/2023;
728;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.307.510;GBTE. ESTRATOGICO;27;15/08/2021;;18/03/2022;
729;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.465.320;ESPECIALISTA DIGITAL;20;18/04/2022;;03/05/2022;
730;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.020;ESPECIALISTA DIGITAL;20;17/10/2021;;01/10/2022;
731;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.920;ESPECIALISTA DIGITAL;20;24/05/2022;;23/02/2023;
732;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.220;ESPECIALISTA DIGITAL;20;27/07/2022;;27/07/2022;
733;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.488.520;ESPECIALISTA DIGITAL;20;18/08/2021;;14/07/2022;
734;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.339.710;ESPECIALISTA DIGITAL;20;05/09/2020;;11/05/2022;
735;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.447.220;ESPECIALISTA DIGITAL;20;26/09/2020;;24/11/2021;
736;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.298.510;ESPECIALISTA DIGITAL;20;11/04/2021;;20/08/2022;
737;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;477.910;AYUDANTE TIC;16;24/09/2020;;26/06/2021;
738;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.452.820;AYUDANTE TIC;16;25/05/2022;;20/08/2022;
739;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.377.610;AUXILIAR GESTION;16;09/07/2022;;26/02/2023;
740;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.737.610;ESPECIALISTA DIGITAL;22;14/07/2022;;31/12/2022;05/03/2023
741;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.496.620;ESPECIALISTA DIGITAL;20;31/12/2021;;28/01/2023;
742;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.320;ESPECIALISTA DIGITAL;20;07/12/2022;;13/02/2023;
743;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.302.210;ESPECIALISTA DIGITAL;20;24/11/2020;19/11/2023;10/08/2022;08/12/2022
744;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.481.420;ESPECIALISTA DIGITAL;20;22/03/2021;;28/03/2023;
745;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.205.110;ESPECIALISTA DIGITAL;20;31/03/2021;;03/02/2023;
746;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.301.010;ESPECIALISTA DIGITAL;20;08/01/2021;;17/07/2022;
747;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.251.610;ESPECIALISTA DIGITAL;20;18/03/2020;;30/07/2022;
748;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.620;ESPECIALISTA DIGITAL;20;20/11/2022;;06/07/2023;
749;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.320;ESPECIALISTA DIGITAL;20;30/09/2022;;07/12/2022;
750;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.420;ESPECIALISTA DIGITAL;20;19/06/2022;;26/05/2023;
751;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.720;ESPECIALISTA DIGITAL;20;05/08/2021;;15/09/2022;
752;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.496.720;ESPECIALISTA DIGITAL;20;28/12/2020;;17/11/2022;
753;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.033.910;ESPECIALISTA DIGITAL;20;02/06/2020;;29/01/2023;
754;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.920;ESPECIALISTA DIGITAL;20;29/11/2022;;21/01/2023;
755;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.444.310;ESPECIALISTA DIGITAL;22;04/03/2022;;04/02/2023;
756;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.374.910;AUXILIAR GESTION;16;29/04/2021;;28/03/2022;
757;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.052.610;ESPECIALISTA DIGITAL;20;23/01/2022;;05/05/2022;
758;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.720;ESPECIALISTA DIGITAL;20;10/03/2022;;21/01/2023;
759;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.820;ESPECIALISTA DIGITAL;20;28/11/2020;;03/08/2022;
760;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.320;ESPECIALISTA DIGITAL;20;04/05/2022;;05/08/2022;
761;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.220;ESPECIALISTA DIGITAL;20;10/10/2020;;17/01/2023;
762;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.120;ESPECIALISTA DIGITAL;20;12/06/2020;;21/10/2022;
763;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.444.210;ESPECIALISTA DIGITAL;22;26/10/2021;;17/09/2022;
764;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.520;ESPECIALISTA DIGITAL;20;01/11/2020;;03/10/2022;
765;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.478.120;ESPECIALISTA DIGITAL;20;19/07/2020;;26/07/2022;
766;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.472.020;ESPECIALISTA DIGITAL;20;11/10/2020;;26/06/2022;
767;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.820;ESPECIALISTA DIGITAL;20;01/06/2021;;01/07/2022;16/12/2024
768;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.820;ESPECIALISTA DIGITAL;20;26/04/2021;;07/08/2022;
769;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.520;ESPECIALISTA DIGITAL;20;24/03/2021;;26/08/2022;
770;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.375.410;AUXILIAR GESTION;16;15/01/2021;;09/02/2022;
771;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.382.010;AYUDANTE TIC;18;09/10/2022;;16/06/2023;
772;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.368.210;AYUDANTE TIC;18;08/10/2022;;25/04/2023;
773;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.453.120;AYUDANTE TIC;16;28/05/2021;;14/03/2023;
774;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.467.920;AYUDANTE TIC;16;07/03/2022;;16/02/2023;
775;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.576.810;AYUDANTE TIC;16;08/10/2022;;17/02/2023;
