Prelacion;Consejeria / Ent. Instrumental;Centro Directivo / Unidades Administrativas;Cod. Puesto;Puesto;C.D C.E.;vigencia_inicio;vigencia_fin;relacion_inicio;relacion_fin
678;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.478.720;UN. INFORMACION;22;26/02/2021;;23/03/2023;
679;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.271.110;TITULADO/A SUPERIOR;22;28/05/2023;11/09/2024;11/03/2025;15/10/2025
680;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.158.410;ESPECIALISTA DIGITAL;20;30/12/2024;27/06/2025;26/01/2026;
681;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.033.210;ESPECIALISTA DIGITAL;20;28/07/2025;07/09/2025;12/03/2021;
682;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.795.410;ESPECIALISTA DIGITAL;20;15/06/2022;05/08/2025;06/01/2022;
683;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.420;ESPECIALISTA DIGITAL;20;30/06/2023;22/10/2023;08/08/2023;
684;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.920;ESPECIALISTA DIGITAL;20;03/04/2022;;30/06/2021;
685;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.357.710;ESPECIALISTA DIGITAL;22;29/11/2022;10/08/2024;22/09/2023;
686;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.199.510;ESPECIALISTA DIGITAL;20;03/04/2024;;07/07/2023;
687;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.329.710;ESPECIALISTA DIGITAL;20;07/10/2024;31/01/2026;03/01/2022;18/03/2024
688;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.485.120;ESPECIALISTA DIGITAL;20;29/11/2024;05/03/2025;12/11/2023;11/11/2024
689;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.467.820;AYUDANTE TIC;16;24/09/2022;;01/05/2020;
690;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.576.910;AYUDANTE TIC;16;06/05/2020;25/01/2025;31/03/2024;
691;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.485.220;ESPECIALISTA DIGITAL;20;23/07/2025;;13/12/2025;14/02/2026
692;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.420;ESPECIALISTA DIGITAL;20;18/10/2023;;20/05/2024;
693;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.773.210;ESPECIALISTA DIGITAL;20;04/11/2025;03/12/2025;05/07/2021;
694;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.120;ESPECIALISTA DIGITAL;20;04/12/2021;;21/04/2020;
695;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.485.020;ESPECIALISTA DIGITAL;20;03/02/2022;05/02/2023;09/09/2021;
696;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.320;ESPECIALISTA DIGITAL;20;15/04/2024;05/01/2025;13/08/2021;
697;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.320;ESPECIALISTA DIGITAL;20;10/09/2025;01/12/2025;12/03/2020;06/12/2025
698;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.720;ESPECIALISTA DIGITAL;20;20/09/2024;;12/08/2021;22/09/2025
699;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.376.910;AUXILIAR GESTION;16;20/12/2025;;29/05/2025;
700;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.298.310;ESPECIALISTA DIGITAL;20;18/03/2025;;10/04/2020;24/08/2023
701;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.090.410;ESPECIALISTA DIGITAL;20;01/04/2025;;29/04/2023;
702;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.612.710;ESPECIALISTA DIGITAL;20;08/01/2026;29/01/2026;13/09/2024;
703;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.488.620;ESPECIALISTA DIGITAL;20;06/06/2025;02/08/2025;02/04/2020;25/10/2021
704;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.962.910;ESPECIALISTA DIGITAL;20;23/04/2025;14/10/2025;05/07/2023;
705;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.301.310;ESPECIALISTA DIGITAL;20;18/04/2023;17/10/2024;14/08/2023;
706;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.120;ESPECIALISTA DIGITAL;20;13/02/2020;;06/09/2024;
707;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.589.420;OPERADOR/A DE ORDENADOR;0;02/12/2020;;01/02/2020;
708;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;17.309.810;ASESOROA TOCNICA;26;02/08/2025;;15/02/2020;
709;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.583.010;AYUDANTE TIC;16;04/06/2020;;16/09/2025;
710;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.578.310;AYUDANTE TIC;16;25/04/2021;15/12/2021;21/04/2025;
711;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.577.910;AYUDANTE TIC;16;22/04/2020;;10/04/2025;
712;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.340.810;AYUDANTE TIC;16;15/09/2025;27/01/2026;06/07/2020;26/09/2022
713;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;821.410;AYUDANTE TIC;16;22/01/2024;08/02/2026;25/08/2025;
714;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.503.010;AYUDANTE TIC;16;06/04/2025;04/02/2026;10/05/2023;15/01/2024
715;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.020.310;GBTE. ESTRATOGICO;26;10/06/2024;13/09/2025;25/08/2022;
716;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.033.610;GBTE. ESTRATOGICO;26;16/07/2020;13/02/2025;07/03/2021;
717;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.306.610;GBTE. ESTRATOGICO;27;13/04/2024;24/06/2024;10/08/2020;02/09/2022
718;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.680.210;GBTE. ESTRATOGICO;27;10/04/2020;13/02/2026;05/06/2023;
719;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;10.954.610;GBTE. ESTRATOGICO;27;21/01/2020;;17/10/2024;
720;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.679.510;GBTE. ESTRATOGICO;27;22/01/2020;11/10/2021;12/11/2022;
721;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.679.910;GBTE. ESTRATOGICO;27;09/07/2020;;01/05/2020;
722;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.355.410;SUBD. SVS. DIGITALES Y ANALOTICA DATOS;30;28/06/2020;;03/03/2023;
723;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.900.510;SV. GOBIERNO TI Y CALIDAD;28;20/05/2022;;09/05/2025;14/05/2025
724;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.372.110;SV. CIBERSEGURIDAD;28;15/11/2024;;31/05/2022;
725;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.157.910;SV. SISTEMAS DE INFORMACION SECTORIALES;28;01/12/2022;22/12/2023;01/09/2024;
726;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.671.610;SV. SISTEMAS DE INFORMACION SECTORIALES;28;16/01/2025;20/07/2025;25/04/2022;08/12/2024
727;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.403.210;GBTE. ESTRATOGICO;27;26/02/2025;21/07/2025;05/10/2025;
728;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.307.510;GBTE. ESTRATOGICO;27;28/09/2024;05/07/2025;30/07/2024;
729;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.465.320;ESPECIALISTA DIGITAL;20;26/03/2022;02/07/2025;17/11/2024;
730;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.020;ESPECIALISTA DIGITAL;20;17/01/2020;;08/08/2020;
731;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.920;ESPECIALISTA DIGITAL;20;20/03/2022;02/11/2022;07/03/2020;
732;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.220;ESPECIALISTA DIGITAL;20;22/06/2022;;28/09/2021;
733;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.488.520;ESPECIALISTA DIGITAL;20;07/04/2022;07/11/2024;02/10/2023;
734;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.339.710;ESPECIALISTA DIGITAL;20;13/06/2022;;03/07/2025;31/12/2025
735;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.447.220;ESPECIALISTA DIGITAL;20;08/09/2024;14/01/2026;18/09/2023;
736;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.298.510;ESPECIALISTA DIGITAL;20;18/10/2020;18/10/2023;10/04/2021;
737;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;477.910;AYUDANTE TIC;16;26/09/2020;;17/06/2025;
738;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.452.820;AYUDANTE TIC;16;29/09/2021;14/04/2023;03/01/2021;
739;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.377.610;AUXILIAR GESTION;16;14/08/2024;;28/03/2024;
740;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.737.610;ESPECIALISTA DIGITAL;22;17/08/2024;10/02/2026;23/12/2023;
741;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.496.620;ESPECIALISTA DIGITAL;20;25/09/2020;;20/07/2020;
742;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.320;ESPECIALISTA DIGITAL;20;18/09/2025;;15/03/2023;
743;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.302.210;ESPECIALISTA DIGITAL;20;22/10/2025;;21/08/2020;
744;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.481.420;ESPECIALISTA DIGITAL;20;09/05/2021;;25/07/2024;13/06/2025
745;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.205.110;ESPECIALISTA DIGITAL;20;25/01/2025;30/01/2026;04/06/2023;
746;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.301.010;ESPECIALISTA DIGITAL;20;11/12/2024;;16/07/2024;
747;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.251.610;ESPECIALISTA DIGITAL;20;17/03/2020;;03/09/2025;
748;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.620;ESPECIALISTA DIGITAL;20;17/07/2024;;17/05/2025;
749;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.320;ESPECIALISTA DIGITAL;20;20/10/2021;;23/01/2025;
750;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.420;ESPECIALISTA DIGITAL;20;02/08/2022;18/04/2024;15/01/2022;27/05/2025
751;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.720;ESPECIALISTA DIGITAL;20;21/12/2020;20/01/2023;18/08/2023;
752;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.496.720;ESPECIALISTA DIGITAL;20;30/01/2024;26/07/2024;30/01/2025;
753;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.033.910;ESPECIALISTA DIGITAL;20;25/03/2024;04/07/2024;12/10/2024;03/03/2025
754;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.920;ESPECIALISTA DIGITAL;20;09/10/2021;22/05/2022;16/07/2023;05/06/2024
755;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.444.310;ESPECIALISTA DIGITAL;22;15/09/2024;21/05/2025;12/02/2024;
756;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.374.910;AUXILIAR GESTION;16;08/06/2025;16/07/2025;31/01/2026;
757;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.052.610;ESPECIALISTA DIGITAL;20;02/12/2022;20/11/2024;23/11/2021;
758;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.720;ESPECIALISTA DIGITAL;20;10/11/2023;13/09/2025;29/08/2020;
759;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.820;ESPECIALISTA DIGITAL;20;04/08/2025;;07/08/2025;
760;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.320;ESPECIALISTA DIGITAL;20;28/07/2023;13/11/2023;18/12/2022;
761;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.220;ESPECIALISTA DIGITAL;20;29/10/2025;25/12/2025;28/04/2020;
762;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.120;ESPECIALISTA DIGITAL;20;15/08/2021;07/05/2023;03/01/2025;
763;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.444.210;ESPECIALISTA DIGITAL;22;14/06/2025;;14/07/2025;
764;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.520;ESPECIALISTA DIGITAL;20;19/09/2024;16/10/2024;13/02/2021;
765;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.478.120;ESPECIALISTA DIGITAL;20;28/04/2024;;01/01/2022;
766;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.472.020;ESPECIALISTA DIGITAL;20;28/02/2023;20/07/2024;29/10/2024;
767;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.820;ESPECIALISTA DIGITAL;20;14/10/2023;;07/08/2022;
768;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.820;ESPECIALISTA DIGITAL;20;13/05/2021;;26/11/2020;
769;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.520;ESPECIALISTA DIGITAL;20;29/11/2020;09/12/2022;31/03/2021;11/10/2023
770;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.375.410;AUXILIAR GESTION;16;06/01/2024;09/01/2026;22/03/2025;
771;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.382.010;AYUDANTE TIC;18;05/12/2022;;29/11/2020;
772;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.368.210;AYUDANTE TIC;18;28/09/2023;;30/01/2022;30/04/2024
773;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.453.120;AYUDANTE TIC;16;04/08/2021;06/05/2025;06/01/2026;
774;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.467.920;AYUDANTE TIC;16;15/11/2024;;06/09/2025;
775;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.576.810;AYUDANTE TIC;16;14/05/2020;05/12/2022;17/12/2024;
776;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.110.310;OPERADOR/A DE ORDENADOR;0;14/08/2023;;18/01/2021;
777;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.620;ESPECIALISTA DIGITAL;20;16/09/2020;13/02/2025;30/01/2022;
778;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.420;ESPECIALISTA DIGITAL;20;14/05/2020;14/11/2022;02/08/2024;
779;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;10.960.010;ESPECIALISTA DIGITAL;20;19/08/2020;07/11/2020;06/08/2022;
780;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.496.820;ESPECIALISTA DIGITAL;20;27/10/2022;;15/03/2021;
781;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.472.120;ESPECIALISTA DIGITAL;20;20/11/2021;10/04/2022;18/08/2022;
782;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.206.110;ESPECIALISTA DIGITAL;20;02/01/2024;01/05/2024;16/10/2025;
783;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.478.220;ESPECIALISTA DIGITAL;20;26/01/2022;;05/08/2023;
784;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.615.910;ESPECIALISTA DIGITAL;20;14/01/2023;;06/10/2023;
785;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.481.520;ESPECIALISTA DIGITAL;20;19/06/2025;25/06/2025;09/05/2024;
786;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.720;ESPECIALISTA DIGITAL;20;28/03/2021;29/10/2025;29/03/2025;
787;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.481.620;ESPECIALISTA DIGITAL;20;29/10/2020;12/05/2024;09/06/2020;
788;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.800.910;ESPECIALISTA DIGITAL;20;09/02/2026;15/02/2026;22/04/2023;
789;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.330.110;ESPECIALISTA DIGITAL;20;12/11/2025;;28/05/2021;
790;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.359.010;ESPECIALISTA DIGITAL;22;17/09/2022;28/02/2024;03/09/2022;
791;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.358.910;ESPECIALISTA DIGITAL;22;14/09/2020;04/01/2026;11/06/2020;
792;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.340.710;ESPECIALISTA DIGITAL;20;26/03/2025;02/01/2026;02/04/2025;
793;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.119.110;ESPECIALISTA DIGITAL;20;29/09/2021;;24/07/2020;
794;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.376.310;AUXILIAR GESTION;16;01/06/2023;21/04/2025;05/08/2021;16/07/2025
795;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.620;AYUDANTE TIC;16;22/01/2025;;12/08/2025;
796;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.394.710;AYUDANTE TIC;18;21/07/2023;28/09/2024;04/07/2020;
797;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.578.210;AYUDANTE TIC;16;17/04/2023;27/08/2025;01/04/2023;
798;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.394.810;AYUDANTE TIC;18;13/10/2024;06/04/2025;18/12/2020;12/11/2022
799;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.520;AYUDANTE TIC;16;27/02/2020;25/06/2021;21/02/2022;
800;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.458.620;AYUDANTE TIC;16;05/11/2021;14/06/2024;07/03/2021;
801;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.420;GBTE. ESTRATOGICO;27;05/02/2022;;18/07/2025;21/09/2025
802;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;41.810;GBTE. ESTRATOGICO;27;24/09/2024;;01/05/2025;
803;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.767.510;GBTE. ESTRATOGICO;27;16/09/2021;;10/04/2021;
804;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.355.710;SUBD. SIST. CORPORATIVOS Y GRANDES SIST.;30;20/10/2020;;17/07/2022;
805;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.152.910;GBTE. ESTRATOGICO;27;28/08/2025;07/01/2026;10/06/2025;
806;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.432.410;GBTE. ESTRATOGICO;27;10/07/2020;;19/05/2024;
807;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.823.010;SV. SISTEMAS DE INFORMACION SECTORIALES;28;06/09/2024;;28/01/2025;27/09/2025
808;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.586.510;GBTE. ESTRATOGICO;27;23/07/2020;22/10/2023;21/01/2020;30/07/2020
809;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.475.020;TITULADO/A GRADO MEDIO;18;30/07/2022;15/01/2025;06/07/2020;
810;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.457.110;SV. SISTEMAS DE INFORMACION SECTORIALES;28;26/04/2021;20/08/2022;27/02/2023;
811;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.320;GBTE. ESTRATOGICO;27;04/02/2023;;12/04/2020;
812;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.901.310;GBTE. ESTRATOGICO;27;12/11/2024;;06/10/2025;27/11/2025
813;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.653.810;GBTE. ESTRATOGICO;27;21/07/2024;;14/02/2020;
814;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.218.810;SV. ADMINISTRACION DIGITAL;28;12/05/2021;;10/11/2021;
815;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.296.810;GBTE. ESTRATOGICO;27;06/05/2024;;16/07/2024;
816;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.218.910;GBTE. ESTRATOGICO;27;21/10/2020;;07/01/2025;
817;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.355.110;GBTE. ESTRATOGICO;27;14/09/2024;;13/08/2020;
818;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.354.410;SUBD. OPERACIONES Y  TELECOMUNICACIONES;30;21/10/2020;30/01/2022;11/07/2024;
819;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;19.308.810;SV. PRODUCCION;28;10/05/2021;;08/01/2025;
